<<<<<<< HEAD
frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,site_id,CT_serial_number,Folder,xdim,ydim,cam_id,file_name,file_id,Time,Date,PA_cat,Dig,Num_an
60,1654.08891,1239.645451,OCGSV24_10,0.2,1,PICT0141.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0141.JPG,PICT0141.JPG_OCGSV24,NA,NA,NA,Y,
63,1422.379437,897.3473647,OCGSV24_11,0.4,1,PICT0144.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0144.JPG,PICT0144.JPG_OCGSV24,NA,NA,NA,Y,
63,1432.911686,1165.919709,OCGSV24_12,0.2,1,PICT0144.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0144.JPG,PICT0144.JPG_OCGSV24,NA,NA,NA,Y,
71,1095.879724,1023.73435,OCGSV24_13,0.4,1,PICT0152.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0152.JPG,PICT0152.JPG_OCGSV24,NA,NA,NA,Y,
71,1111.678097,1202.78258,OCGSV24_14,0.2,1,PICT0152.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0152.JPG,PICT0152.JPG_OCGSV24,NA,NA,NA,Y,
77,706.1865188,1039.532723,OCGSV24_15,0.4,1,PICT0158.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0158.JPG,PICT0158.JPG_OCGSV24,NA,NA,NA,Y,
77,716.7187675,1229.113202,OCGSV24_16,0.2,1,PICT0158.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0158.JPG,PICT0158.JPG_OCGSV24,NA,NA,NA,Y,
84,111.1144617,965.8069818,OCGSV24_17,0.4,1,PICT0165.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0165.JPG,PICT0165.JPG_OCGSV24,NA,NA,NA,Y,
84,126.9128349,1218.580953,OCGSV24_18,0.2,1,PICT0165.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0165.JPG,PICT0165.JPG_OCGSV24,NA,NA,NA,Y,
98,1859.467762,823.6216231,OCGSV24_19,0.4,1,PICT0179.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0179.JPG,PICT0179.JPG_OCGSV24,NA,NA,NA,Y,
98,1870.000011,1213.314829,OCGSV24_20,0.2,1,PICT0179.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0179.JPG,PICT0179.JPG_OCGSV24,NA,NA,NA,Y,
102,2628.321924,297.0091833,OCGSV24_21,0.4,1,PICT0183.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0183.JPG,PICT0183.JPG_OCGSV24,NA,NA,NA,Y,
102,2638.854173,1192.250331,OCGSV24_22,0.2,1,PICT0183.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0183.JPG,PICT0183.JPG_OCGSV24,NA,NA,NA,Y,
113,980.0249875,1186.984207,OCGSV24_23,0.2,1,PICT0194.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0194.JPG,PICT0194.JPG_OCGSV24,NA,NA,NA,Y,
113,969.4927387,807.8232499,OCGSV24_24,0.4,1,PICT0194.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0194.JPG,PICT0194.JPG_OCGSV24,NA,NA,NA,Y,
143,837.8396287,518.186408,OCGSV24_25,0.4,1,PICT0224.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0224.JPG,PICT0224.JPG_OCGSV24,NA,NA,NA,Y,
143,874.7024995,1223.847077,OCGSV24_26,0.2,1,PICT0224.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0224.JPG,PICT0224.JPG_OCGSV24,NA,NA,NA,Y,
166,2349.217331,960.5408575,OCGSV24_27,0.4,1,PICT0247.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0247.JPG,PICT0247.JPG_OCGSV24,NA,NA,NA,Y,
166,2349.217331,1213.314829,OCGSV24_28,0.2,1,PICT0247.JPG,F:\Stills\PNGSV\OCGSV24Stills\,OCGSV24,B120102688,OCGSV24Stills,3264,2448,B12,PICT0247.JPG,PICT0247.JPG_OCGSV24,NA,NA,NA,Y,
0,875.1764063,418.8226091,OCGSV25_0,Mt,1,a(23)_01.jpeg,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,720,480,B12,a(23),a(23)_OCGSV25,01:25,10/06/2017,strict,Y,
22,-172.053672,411.9007266,OCGSV25_1,Mt,1,PICT0009_01.jpeg,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,720,480,B12,PICT0009,PICT0009_OCGSV25,03:55,09/05/2017,strict,Y,
47,1280.096611,103.7789677,OCGSV25_2,0.4,1,PICT0064.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0064.JPG,PICT0064.JPG_OCGSV25,NA,NA,NA,Y,
47,1241.657067,1564.481627,OCGSV25_3,0.2,1,PICT0064.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0064.JPG,PICT0064.JPG_OCGSV25,NA,NA,NA,Y,
48,986.9950902,1108.012046,OCGSV25_4,0.4,1,PICT0065.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0065.JPG,PICT0065.JPG_OCGSV25,NA,NA,NA,Y,
48,986.9950902,1737.459573,OCGSV25_5,0.2,1,PICT0065.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0065.JPG,PICT0065.JPG_OCGSV25,NA,NA,NA,Y,
50,962.9703754,1338.649308,OCGSV25_6,0.4,1,PICT0067.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0067.JPG,PICT0067.JPG_OCGSV25,NA,NA,NA,Y,
50,962.9703754,1694.215087,OCGSV25_7,0.2,1,PICT0067.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0067.JPG,PICT0067.JPG_OCGSV25,NA,NA,NA,Y,
53,2351.59889,935.0340994,OCGSV25_8,0.4,1,PICT0070.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0070.JPG,PICT0070.JPG_OCGSV25,NA,NA,NA,Y,
53,2423.673035,1828.753489,OCGSV25_9,0.2,1,PICT0070.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0070.JPG,PICT0070.JPG_OCGSV25,NA,NA,NA,Y,
54,1779.810678,1694.215087,OCGSV25_10,0.2,1,PICT0071.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0071.JPG,PICT0071.JPG_OCGSV25,NA,NA,NA,Y,
54,1750.98102,901.3994987,OCGSV25_11,0.4,1,PICT0071.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0071.JPG,PICT0071.JPG_OCGSV25,NA,NA,NA,Y,
57,501.6958515,1136.841704,OCGSV25_12,0.4,1,PICT0074.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0074.JPG,PICT0074.JPG_OCGSV25,NA,NA,NA,Y,
57,415.2068783,1588.506342,OCGSV25_13,0.2,1,PICT0074.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0074.JPG,PICT0074.JPG_OCGSV25,NA,NA,NA,Y,
58,1385.805356,1377.088851,OCGSV25_14,0.4,1,PICT0075.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0075.JPG,PICT0075.JPG_OCGSV25,NA,NA,NA,Y,
58,1376.19547,1684.605201,OCGSV25_15,0.2,1,PICT0075.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0075.JPG,PICT0075.JPG_OCGSV25,NA,NA,NA,Y,
60,26.00649872,1526.042083,OCGSV25_16,0.2,1,PICT0077.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0077.JPG,PICT0077.JPG_OCGSV25,NA,NA,NA,Y,
60,26.00649872,1199.305962,OCGSV25_17,0.4,1,PICT0077.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0077.JPG,PICT0077.JPG_OCGSV25,NA,NA,NA,Y,
64,203.7893882,1314.624593,OCGSV25_18,0.4,1,PICT0081.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0081.JPG,PICT0081.JPG_OCGSV25,NA,NA,NA,Y,
64,208.5943311,1554.871741,OCGSV25_19,0.2,1,PICT0081.JPG,F:\Stills\PNGSV\OCGSV25Stills\,OCGSV25,B120100832,OCGSV25Stills,3264,2448,B12,PICT0081.JPG,PICT0081.JPG_OCGSV25,NA,NA,NA,Y,
17,484.9049537,360.8856379,OCGSV27_0,Mt,6,a(3)_17.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
18,472.4943389,326.6087073,OCGSV27_0,Mt,6,a(3)_18.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
19,433.489527,278.1481835,OCGSV27_0,Mt,6,a(3)_19.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
20,382.6650752,228.5056956,OCGSV27_0,Mt,6,a(3)_20.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
21,368.4815072,217.8680197,OCGSV27_0,Mt,6,a(3)_21.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
22,503.2254028,455.4427829,OCGSV27_0,Mt,6,a(3)_22.jpeg,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,720,480,B13,a(3),a(3)_OCGSV27,04:08,18/05/2017,strict,Y,
25,1922.423677,121.1227109,OCGSV27_1,0.3,1,EK000078.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000078.JPG,EK000078.JPG_OCGSV27,NA,NA,NA,Y,
25,1883.055342,819.9106569,OCGSV27_2,0.2,1,EK000078.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000078.JPG,EK000078.JPG_OCGSV27,NA,NA,NA,Y,
32,1878.1343,170.3331296,OCGSV27_3,0.4,1,EK000085.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000085.JPG,EK000085.JPG_OCGSV27,NA,NA,NA,Y,
32,1848.608049,736.252945,OCGSV27_4,0.2,1,EK000085.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000085.JPG,EK000085.JPG_OCGSV27,NA,NA,NA,Y,
36,1710.818876,445.9114745,OCGSV27_5,0.4,1,EK000089.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000089.JPG,EK000089.JPG_OCGSV27,NA,NA,NA,Y,
36,1686.213667,765.7791963,OCGSV27_6,0.2,1,EK000089.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000089.JPG,EK000089.JPG_OCGSV27,NA,NA,NA,Y,
51,1602.555955,614.5535783,OCGSV27_7,0.4,1,EK000104.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000104.JPG,EK000104.JPG_OCGSV27,NA,NA,NA,Y,
51,1594.040552,776.346248,OCGSV27_8,0.2,1,EK000104.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000104.JPG,EK000104.JPG_OCGSV27,NA,NA,NA,Y,
70,1917.625891,559.2034544,OCGSV27_9,0.4,1,EK000123.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000123.JPG,EK000123.JPG_OCGSV27,NA,NA,NA,Y,
70,1904.852786,763.5731425,OCGSV27_10,0.2,1,EK000123.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000123.JPG,EK000123.JPG_OCGSV27,NA,NA,NA,Y,
80,2024.068437,486.8225232,OCGSV27_11,0.4,1,EK000133.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000133.JPG,EK000133.JPG_OCGSV27,NA,NA,NA,Y,
80,1998.522226,789.1193535,OCGSV27_12,0.2,1,EK000133.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000133.JPG,EK000133.JPG_OCGSV27,NA,NA,NA,Y,
86,2181.603405,367.6068718,OCGSV27_13,0.3,1,EK000139.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000139.JPG,EK000139.JPG_OCGSV27,NA,NA,NA,Y,
86,2139.026387,840.2117756,OCGSV27_14,0.2,1,EK000139.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000139.JPG,EK000139.JPG_OCGSV27,NA,NA,NA,Y,
93,2756.393153,452.7609085,OCGSV27_15,0.4,1,EK000146.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000146.JPG,EK000146.JPG_OCGSV27,NA,NA,NA,Y,
93,2722.331538,797.6347572,OCGSV27_16,0.2,1,EK000146.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000146.JPG,EK000146.JPG_OCGSV27,NA,NA,NA,Y,
99,2100.70707,571.9765599,OCGSV27_17,0.4,1,EK000152.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000152.JPG,EK000152.JPG_OCGSV27,NA,NA,NA,Y,
99,2087.933965,814.6655646,OCGSV27_18,0.2,1,EK000152.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000152.JPG,EK000152.JPG_OCGSV27,NA,NA,NA,Y,
102,580.7075147,427.2146975,OCGSV27_19,0.4,1,EK000155.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000155.JPG,EK000155.JPG_OCGSV27,NA,NA,NA,Y,
102,559.4190055,699.707615,OCGSV27_20,0.2,1,EK000155.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000155.JPG,EK000155.JPG_OCGSV27,NA,NA,NA,Y,
148,1330.063038,48.27923413,OCGSV27_21,0.4,1,EK000201.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000201.JPG,EK000201.JPG_OCGSV27,NA,NA,NA,Y,
148,1249.166703,695.4499132,OCGSV27_22,0.2,1,EK000201.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000201.JPG,EK000201.JPG_OCGSV27,NA,NA,NA,Y,
200,759.5309918,431.4723993,OCGSV27_23,0.4,1,EK000253.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000253.JPG,EK000253.JPG_OCGSV27,NA,NA,NA,Y,
200,768.0463954,725.253826,OCGSV27_24,0.2,1,EK000253.JPG,F:\Stills\PNGSV\OCGSV27Stills\,OCGSV27,B131200703,OCGSV27Stills,3264,2448,B13,EK000253.JPG,EK000253.JPG_OCGSV27,NA,NA,NA,Y,
NA,NA,NA,OCGSV27_25,Mt,NA,NA,NA,OCGSV27,NA,NA,NA,NA,NA,a(3),NA,04:08,18/05/2017,strict,N,
0,1539.066667,1582.133333,OCGSV28_0,0.1,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
0,1638.8,793.3333333,OCGSV28_1,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
2,1992.4,811.4666667,OCGSV28_2,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
2,2078.533333,204,OCGSV28_3,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
6,1901.733333,743.4666667,OCGSV28_4,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
6,1960.666667,389.8666667,OCGSV28_5,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
12,2077.129392,734.1016801,OCGSV28_6,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
12,2094.005904,573.7748158,OCGSV28_7,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
18,2789.204869,501.5426728,OCGSV28_8,0.6,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
18,2805.297743,368.7764651,OCGSV28_9,0.8,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
23,1727.075207,577.9838227,OCGSV28_10,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
23,1751.214518,441.1943966,OCGSV28_11,0.6,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
30,1473.612447,710.7500304,OCGSV28_12,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
30,1493.728539,501.5426728,OCGSV28_13,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
35,2575.974293,742.9357778,OCGSV28_14,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
35,2600.113603,519.6471557,OCGSV28_15,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
44,864.9468394,657.2256379,OCGSV28_16,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
44,915.4698276,362.5082064,OCGSV28_17,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
48,3121.640315,888.7893341,OCGSV28_18,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
48,3172.163303,459.3439339,OCGSV28_19,0.3,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
51,860.7365904,770.9023615,OCGSV28_20,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
51,949.1518198,147.7855063,OCGSV28_21,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
56,776.5316099,800.3741047,OCGSV28_22,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
56,860.7365904,286.723724,OCGSV28_23,0.3,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
64,2713.24616,754.0613654,OCGSV28_24,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
64,2734.297405,522.4976692,OCGSV28_25,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
63,1058.618294,665.646136,OCGSV28_26,0.2,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
63,1062.828543,434.0824398,OCGSV28_27,0.4,1,NA,NA,OCGSV28,B100817020,OCGSV28Stills,3264,2448,B10,NA,NA_OCGSV28,NA,NA,NA,Y,
0,668.4444444,280,OCGSV28_0,Mt,1,PICT0025_01.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0025,PICT0025_OCGSV28,21:26,26/04/2017,strict,Y,
41,696.694784,395.3221497,OCGSV28_3,Mt,7,PICT0027_01.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
43,676.1124695,399.8959973,OCGSV28_3,Mt,7,PICT0027_03.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
44,437.1289286,382.7440686,OCGSV28_3,Mt,7,PICT0027_04.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
45,262.1792551,348.440211,OCGSV28_3,Mt,7,PICT0027_05.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
46,239.3100167,333.5752061,OCGSV28_3,Mt,7,PICT0027_06.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
47,207.293083,306.13212,OCGSV28_3,Mt,7,PICT0027_07.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
48,80.36880895,252.3894087,OCGSV28_3,Mt,7,PICT0027_08.jpeg,F:\Stills\PNGSV\OCGSV28Stills\,OCGSV28,B100817020,OCGSV28Stills,720,480,B10,PICT0027,PICT0027_OCGSV28,21:28,26/04/2017,strict,Y,
0,1652.4,1092.533333,OCGSV29_0,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
0,1670.533333,593.8666667,OCGSV29_1,0.3,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
8,1711.333333,1060.8,OCGSV29_2,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
8,1729.466667,612,OCGSV29_3,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
10,1702.266667,1015.466667,OCGSV29_4,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
10,1738.533333,725.3333333,OCGSV29_5,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
14,1792.933333,1097.066667,OCGSV29_6,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
14,1802,884,OCGSV29_7,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
18,2672.4,1133.333333,OCGSV29_8,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
18,2672.4,924.8,OCGSV29_9,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
24,2368.666667,1097.066667,OCGSV29_10,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
